Branch,Process,Unit,Equipment Model,Equipment,Operator,Engine On (h),Average RPM,Effective Average Speed (km/h),Average Consumption (l/h),Average Consumption (l/ha)
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,241 - CAPINÓPOLIS - PLANTIO MECANIZADO (DISTRIBUIDORA),TRATOR JOHN DEERE 6190J,62217 - TRATOR JOHN DEERE 6190J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,241 - CAPINÓPOLIS - PLANTIO MECANIZADO (DISTRIBUIDORA),TRATOR JOHN DEERE 6190J,62217 - TRATOR JOHN DEERE 6190J,601495 - FLAVIO DOS SANTOS SILVA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,241 - CAPINÓPOLIS - PLANTIO MECANIZADO (DISTRIBUIDORA),TRATOR JOHN DEERE 6190J,62250 - TRATOR JOHN DEERE 6190J,359665 - LEANDRO LUIS DA SILVA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,241 - CAPINÓPOLIS - PLANTIO MECANIZADO (DISTRIBUIDORA),TRATOR JOHN DEERE 6190J,62254 - TRATOR JOHN DEERE 6190J,600401 - GENIVALDO MESSIAS DOS SANTOS,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,241 - CAPINÓPOLIS - PLANTIO MECANIZADO (DISTRIBUIDORA),TRATOR JOHN DEERE 6190J,62256 - TRATOR JOHN DEERE 6190J,601133 - MARCONE TOMAZ FLAUSINO FRANCO,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,241 - CAPINÓPOLIS - PLANTIO MECANIZADO (DISTRIBUIDORA),TRATOR JOHN DEERE 6190J,62257 - TRATOR JOHN DEERE 6190J,600369 - RICARDO VALERIO DE MEDEIROS,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,241 - CAPINÓPOLIS - PLANTIO MECANIZADO (DISTRIBUIDORA),TRATOR JOHN DEERE 6190J,62257 - TRATOR JOHN DEERE 6190J,601504 - JOSE DA SILVA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,342 - COLHEDORAS,COLHEDORA JOHN DEERE CH570,62510 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,181 - COLHEITA DE MUDA,COLHEDORA JOHN DEERE CH570,62518 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,281 - COLHEITA DE MUDA,COLHEDORA JOHN DEERE CH570,62518 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62500 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62503 - COLHEDORA JOHN DEERE CH570,600763 - RIVANILDO ANDRE DE LIMA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62505 - COLHEDORA JOHN DEERE CH570,600400 - CLEITON MARCELINO BARROS,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62507 - COLHEDORA JOHN DEERE CH570,359684 - CLEITON ALISSON MARTINS,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62509 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62511 - COLHEDORA JOHN DEERE CH570,359650 - WELLINGTON OLIONES NOGUEIRA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62511 - COLHEDORA JOHN DEERE CH570,600400 - CLEITON MARCELINO BARROS,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62515 - COLHEDORA JOHN DEERE CH570,359605 - LEANDRO RIBEIRO DA SILVEIRA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62515 - COLHEDORA JOHN DEERE CH570,601227 - MAX DOUGLAS SANTOS GONCALVES,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,81 - Frente 1,COORDENADOR VIVENCIA,63800 - COORDENADOR FRENTE 1,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,82 - Frente 2,COLHEDORA JOHN DEERE CH570,52515 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62500 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62501 - COLHEDORA JOHN DEERE CH570,999999 - OPERADOR GENÉRICO,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62504 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62508 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62509 - COLHEDORA JOHN DEERE CH570,359784 - DENILSON SILVA MOTA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62520 - COLHEDORA JOHN DEERE CH570,600301 - ALEXANDRE ELIAS SANTOS SILVA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,82 - Frente 2,REBOQUE ÁREA DE VIVÊNCIA,63813 - ÁREA DE VIVÊNCIA - FRENTE 2,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,82 - Frente 2,TRATOR JOHN DEERE 6190M,32202 - TRATOR JOHN DEERE 6190M,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,82 - Frente 2,TRATOR JOHN DEERE 7230J,62234 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,82 - Frente 2,TRATOR JOHN DEERE 7230J,62234 - TRATOR JOHN DEERE 7230J,600623 - OLIVAN RIBEIRO DA SILVA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62503 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62503 - COLHEDORA JOHN DEERE CH570,359423 - JEFFERSON LEAL MACHADO,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62505 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62506 - COLHEDORA JOHN DEERE CH570,600293 - CICERO MESSIAS DE OLIVEIRA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62506 - COLHEDORA JOHN DEERE CH570,600388 - LUZINARDO NUNES DA SILVA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62506 - COLHEDORA JOHN DEERE CH570,600426 - PAULO HENRIQUE MARQUES NASCIMENTO,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62507 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62517 - COLHEDORA JOHN DEERE CH570,601007 - LUIS FERNANDO DA SILVA ANDRADE,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62518 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62519 - COLHEDORA JOHN DEERE CH570,359209 - ALEXANDRE SERAFIM DE ALMEIDA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,83 - Frente 3,COORDENADOR VIVENCIA,63814 - COORDENADOR FRENTE 3,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,83 - Frente 3,TRATOR JOHN DEERE 7230J,62244 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62502 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62503 - COLHEDORA JOHN DEERE CH570,600610 - JEFERSON PEREIRA DOS SANTOS,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62504 - COLHEDORA JOHN DEERE CH570,601599 - GUSTAVO CRUZ MARTINS,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62505 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62509 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62509 - COLHEDORA JOHN DEERE CH570,601692 - REGES APARECIDO DE SOUZA JUNIOR,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62510 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62516 - COLHEDORA JOHN DEERE CH570,601256 - ERION MELO LUIZ VINHAIS,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,201 - FRENTE 4,COORDENADOR VIVENCIA,63801 - COORDENADOR FRENTE 4,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,341 - FRENTE 5,COLHEDORA JOHN DEERE CH570,62505 - COLHEDORA JOHN DEERE CH570,601665 - DIVINO APARECIDO DE FREITAS JUNIOR,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,341 - FRENTE 5,COLHEDORA JOHN DEERE CH570,62506 - COLHEDORA JOHN DEERE CH570,601004 - ROBERVAL ROSENDO DA COSTA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,341 - FRENTE 5,COLHEDORA JOHN DEERE CH570,62516 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62218 - TRATOR JOHN DEERE 7230J,600400 - CLEITON MARCELINO BARROS,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,359829 - ADAO PEDRO APARECIDO DA SILVA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,600400 - CLEITON MARCELINO BARROS,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,600401 - GENIVALDO MESSIAS DOS SANTOS,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62229 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62236 - TRATOR JOHN DEERE 7230J,359913 - MARIO ARTUR SICUNDINO SOUTO,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62240 - TRATOR JOHN DEERE 7230J,600400 - CLEITON MARCELINO BARROS,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62248 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62249 - TRATOR JOHN DEERE 7230J,600400 - CLEITON MARCELINO BARROS,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62252 - TRATOR JOHN DEERE 7230J,600369 - RICARDO VALERIO DE MEDEIROS,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,361 - LOCALIZADA,TRATOR JOHN DEERE 7230J,62218 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,361 - LOCALIZADA,TRATOR JOHN DEERE 7230J,62218 - TRATOR JOHN DEERE 7230J,600401 - GENIVALDO MESSIAS DOS SANTOS,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,361 - LOCALIZADA,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,361 - LOCALIZADA,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,601701 - PEDRO MARCONDES SANTANA LIMA PEREIRA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,361 - LOCALIZADA,TRATOR JOHN DEERE 7230J,62233 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,361 - LOCALIZADA,TRATOR JOHN DEERE 7230J,62252 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,361 - LOCALIZADA,TRATOR JOHN DEERE 7230J,62252 - TRATOR JOHN DEERE 7230J,359659 - IVAN TARGINO DA SILVA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,262 - PLANTIO DISTRIBUIDORA,TRATOR JOHN DEERE 6190J,62257 - TRATOR JOHN DEERE 6190J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,262 - PLANTIO DISTRIBUIDORA,TRATOR JOHN DEERE 6190J,62257 - TRATOR JOHN DEERE 6190J,999999 - OPERADOR GENÉRICO,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 6190J,62217 - TRATOR JOHN DEERE 6190J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 6190J,62217 - TRATOR JOHN DEERE 6190J,600859 - WELLINGTON DE ASSIS BERNARDES,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 6190J,62220 - TRATOR JOHN DEERE 6190J,600293 - CICERO MESSIAS DE OLIVEIRA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 6190J,62250 - TRATOR JOHN DEERE 6190J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 6190J,62250 - TRATOR JOHN DEERE 6190J,600851 - SEVERINO DE MOURA MARQUES,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,12226 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,12226 - TRATOR JOHN DEERE 7230J,359266 - FRANCISCO DE ASSIS DE CASTRO SILVA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62204 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62204 - TRATOR JOHN DEERE 7230J,359913 - MARIO ARTUR SICUNDINO SOUTO,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62227 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62228 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62228 - TRATOR JOHN DEERE 7230J,359256 - ALEXANDRE OLIONES NOGUEIRA SILVA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62232 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62232 - TRATOR JOHN DEERE 7230J,999999 - OPERADOR GENÉRICO,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62236 - TRATOR JOHN DEERE 7230J,359246 - RONALDO HUMBERTO BORGES,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62240 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62240 - TRATOR JOHN DEERE 7230J,359256 - ALEXANDRE OLIONES NOGUEIRA SILVA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62241 - TRATOR JOHN DEERE 7230J,600400 - CLEITON MARCELINO BARROS,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62246 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62246 - TRATOR JOHN DEERE 7230J,600986 - GUILHERME SOUSA VIDA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62252 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62252 - TRATOR JOHN DEERE 7230J,359605 - LEANDRO RIBEIRO DA SILVEIRA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,261 - PLANTIO PLANTADEIRA,TRATOR JOHN DEERE 7230J,62204 - TRATOR JOHN DEERE 7230J,600400 - CLEITON MARCELINO BARROS,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,261 - PLANTIO PLANTADEIRA,TRATOR JOHN DEERE 7230J,62240 - TRATOR JOHN DEERE 7230J,359209 - ALEXANDRE SERAFIM DE ALMEIDA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,142 - PREPARO DE SOLO,COLHEDORA JOHN DEERE CH570,62501 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,40505 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,52203 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,52203 - TRATOR JOHN DEERE 7230J,359603 - SILVIO DANTAS DE MEDEIROS,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,52518 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,52518 - TRATOR JOHN DEERE 7230J,359665 - LEANDRO LUIS DA SILVA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,600177 - WELTON FERREIRA DA SILVA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,600401 - GENIVALDO MESSIAS DOS SANTOS,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62232 - TRATOR JOHN DEERE 7230J,600400 - CLEITON MARCELINO BARROS,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62236 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62236 - TRATOR JOHN DEERE 7230J,359229 - EDER LINHAES SILVA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62236 - TRATOR JOHN DEERE 7230J,359913 - MARIO ARTUR SICUNDINO SOUTO,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62238 - TRATOR JOHN DEERE 7230J,359665 - LEANDRO LUIS DA SILVA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62238 - TRATOR JOHN DEERE 7230J,999999 - OPERADOR GENÉRICO,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62241 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62242 - TRATOR JOHN DEERE 7230J,359209 - ALEXANDRE SERAFIM DE ALMEIDA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62242 - TRATOR JOHN DEERE 7230J,359913 - MARIO ARTUR SICUNDINO SOUTO,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62243 - TRATOR JOHN DEERE 7230J,359913 - MARIO ARTUR SICUNDINO SOUTO,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62244 - TRATOR JOHN DEERE 7230J,600400 - CLEITON MARCELINO BARROS,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,182 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62248 - TRATOR JOHN DEERE 7230J,601116 - RICARDO TAVARES DO NASCIMENTO,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,401 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62237 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,401 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62237 - TRATOR JOHN DEERE 7230J,600356 - DENNER RALF DA SILVA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,263 - SULCADOR,TRATOR JOHN DEERE 7230J,62228 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,263 - SULCADOR,TRATOR JOHN DEERE 7230J,62228 - TRATOR JOHN DEERE 7230J,600369 - RICARDO VALERIO DE MEDEIROS,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,85 - TRANSPORTE DE CANA,CAMINHAO VOLVO FM 540,60529 - CAMINHAO VOLVO FM 540 SHC-6H51,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,301 - TRATORES,TRATOR JOHN DEERE 7230J,62218 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,301 - TRATORES,TRATOR JOHN DEERE 7230J,62218 - TRATOR JOHN DEERE 7230J,601701 - PEDRO MARCONDES SANTANA LIMA PEREIRA,0.0,,,,
